feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,feat_10,feat_11,feat_12,feat_13,target
36.244446,3.488889,163929.1,10.066667,9.444445,3.0222223,7.5333333,1.7111112,3.6666667,0.5777778,57.711113,98.600006,37.08889,33.355556,1
35.692307,3.8,47262.508,9.969231,9.846154,2.7846153,5.8,1.8307692,3.7846153,0.4923077,0.0,50.32308,39.184616,37.96923,1
35.985073,3.8656716,53142.773,10.044776,9.4925375,2.6268656,6.850746,1.5373133,3.597015,0.6567164,43.0597,72.656715,38.64179,37.940296,1
35.557972,3.7608697,214233.48,9.992754,9.434783,2.7246377,6.3188405,1.7753624,3.652174,0.54347825,0.0,66.376816,40.81884,35.52174,1
37.355934,3.8135593,50367.34,10.542373,9.81356,2.5254238,6.915254,1.661017,3.4745762,0.59322035,62.271187,44.457626,38.627117,37.305084,1
36.805557,4.305556,182965.03,10.361112,9.555555,3.0555556,7.6944447,1.6666666,3.75,0.5,64.69444,97.0,35.583332,37.52778,1
36.657406,3.7870371,316120.97,9.490741,8.888889,2.925926,6.8796296,1.8703704,3.425926,0.5925926,69.76852,71.73148,39.47222,36.351852,1
35.3865,4.030675,210148.61,10.147239,9.625767,2.803681,6.2638035,1.7239263,3.6871164,0.5276073,105.01227,96.417175,36.546013,35.251534,1
34.31683,3.930693,326497.53,9.861386,9.534654,2.7821782,6.356436,1.3762376,3.7821782,0.6930693,242.78218,35.80198,37.742573,36.277225,1
39.07,3.6799998,96671.805,10.92,9.559999,2.81,5.94,2.08,3.46,0.48,63.969997,17.4,37.739998,37.329998,1
35.686047,3.5581396,129772.19,9.976744,9.05814,2.8372092,6.5930233,1.9418604,3.5465117,0.46511626,71.558136,20.011627,37.081394,35.523254,1
36.77922,3.6233766,42879.99,11.311688,9.753246,2.831169,5.896104,1.4545455,3.8441558,0.58441556,88.64935,69.41558,38.857143,36.675323,1
40.37069,3.5344827,222334.55,10.043103,9.612069,2.525862,6.3189654,1.7758621,3.586207,0.61206895,163.73276,57.86207,37.00862,35.172413,1
37.45045,3.783784,126424.75,9.81982,9.540541,3.036036,6.5765767,1.5945946,3.6666667,0.5315316,116.41441,73.34235,40.954956,36.396397,1
