dataset,seed,budget,method,method_label,coverage_value,coverage_ratio,coverage_proxy_upper_bound,coverage_to_proxy_upper_bound,matched_rows,seed_n
gametes_epistasis_3_way_20atts_0_2h_edm_1_1,seed_2,budget_25,histdistill_density,HistDistill-Density,1405208680.8571863,0.03761104240554739,9104964708.612474,0.1543343358078023,50,2
gametes_epistasis_3_way_20atts_0_2h_edm_1_1,seed_2,budget_25,herding,Herding,530960414.3870779,0.014211394316890776,9104964708.612474,0.05831548296775245,50,2
gametes_epistasis_3_way_20atts_0_2h_edm_1_1,seed_2,budget_25,random,Random,2420473884.9035497,0.06478507225780485,9104964708.612474,0.2658411056348192,50,2
gametes_epistasis_3_way_20atts_0_2h_edm_1_1,seed_2,budget_50,histdistill_greedy,HistDistill-Greedy,15556565202.58017,0.4163784649849955,15556565202.580172,0.9999999999999999,100,2
gametes_epistasis_3_way_20atts_0_2h_edm_1_1,seed_2,budget_50,histdistill_importance,ImportanceSample,4572274535.154526,0.12237898454100053,15556565202.580172,0.2939128577300714,100,2
gametes_epistasis_3_way_20atts_0_2h_edm_1_1,seed_2,budget_50,histdistill_refined,HistDistill-Refined,3478166676.9569283,0.09309469558698526,15556565202.580172,0.2235819174518067,100,2
gametes_epistasis_3_way_20atts_0_2h_edm_1_1,seed_2,budget_50,histdistill_density,HistDistill-Density,3478166676.9569283,0.09309469558698526,15556565202.580172,0.2235819174518067,100,2
gametes_epistasis_3_way_20atts_0_2h_edm_1_1,seed_2,budget_50,herding,Herding,1264658230.2803946,0.03384914637631288,15556565202.580172,0.08129418119050094,100,2
gametes_epistasis_3_way_20atts_0_2h_edm_1_1,seed_2,budget_50,random,Random,4457734030.711806,0.11931325641930972,15556565202.580172,0.2865500174789521,100,2
gametes_heterogeneity_20atts_1600_het_0_4_0_2_50_edm_2_001,seed_0,budget_25,histdistill_greedy,HistDistill-Greedy,9387830679.651407,0.2914779482529769,9387830679.65141,0.9999999999999998,50,0
gametes_heterogeneity_20atts_1600_het_0_4_0_2_50_edm_2_001,seed_0,budget_25,histdistill_importance,ImportanceSample,1758377370.3347461,0.05459495869163547,9387830679.65141,0.18730390761585813,50,0
gametes_heterogeneity_20atts_1600_het_0_4_0_2_50_edm_2_001,seed_0,budget_25,histdistill_refined,HistDistill-Refined,1185437520.2709067,0.036806042629167965,9387830679.65141,0.1262738497020831,50,0
gametes_heterogeneity_20atts_1600_het_0_4_0_2_50_edm_2_001,seed_0,budget_25,histdistill_density,HistDistill-Density,1185437520.2709067,0.036806042629167965,9387830679.65141,0.1262738497020831,50,0
gametes_heterogeneity_20atts_1600_het_0_4_0_2_50_edm_2_001,seed_0,budget_25,herding,Herding,616091253.7219505,0.019128701901358375,9387830679.65141,0.06562658347229877,50,0
gametes_heterogeneity_20atts_1600_het_0_4_0_2_50_edm_2_001,seed_0,budget_25,random,Random,1768854787.6322472,0.05492026665692349,9387830679.65141,0.18841997134293528,50,0
gametes_heterogeneity_20atts_1600_het_0_4_0_2_50_edm_2_001,seed_0,budget_50,histdistill_greedy,HistDistill-Greedy,15140824734.688478,0.47009971516537774,15140824734.68848,0.9999999999999999,100,0
gametes_heterogeneity_20atts_1600_het_0_4_0_2_50_edm_2_001,seed_0,budget_50,histdistill_importance,ImportanceSample,2786695302.2806754,0.08652267566729716,15140824734.68848,0.18405175088621162,100,0
gametes_heterogeneity_20atts_1600_het_0_4_0_2_50_edm_2_001,seed_0,budget_50,histdistill_refined,HistDistill-Refined,2889218842.9984303,0.0897058765915336,15140824734.68848,0.1908230822049652,100,0
gametes_heterogeneity_20atts_1600_het_0_4_0_2_50_edm_2_001,seed_0,budget_50,histdistill_density,HistDistill-Density,2889218842.9984303,0.0897058765915336,15140824734.68848,0.1908230822049652,100,0
gametes_heterogeneity_20atts_1600_het_0_4_0_2_50_edm_2_001,seed_0,budget_50,herding,Herding,1228720211.6398861,0.03814990475297498,15140824734.68848,0.08115279274218261,100,0
gametes_heterogeneity_20atts_1600_het_0_4_0_2_50_edm_2_001,seed_0,budget_50,random,Random,3470469147.0434265,0.10775281968475368,15140824734.68848,0.22921268873104295,100,0
gametes_heterogeneity_20atts_1600_het_0_4_0_2_50_edm_2_001,seed_1,budget_25,histdistill_greedy,HistDistill-Greedy,8584769712.314434,0.28254634175779136,8584769712.314434,1.0,50,1
gametes_heterogeneity_20atts_1600_het_0_4_0_2_50_edm_2_001,seed_1,budget_25,histdistill_importance,ImportanceSample,1245507828.8098845,0.04099279217194601,8584769712.314434,0.14508342920640774,50,1
gametes_heterogeneity_20atts_1600_het_0_4_0_2_50_edm_2_001,seed_1,budget_25,histdistill_refined,HistDistill-Refined,1095166008.623251,0.03604466511316101,8584769712.314434,0.12757080799177276,50,1
gametes_heterogeneity_20atts_1600_het_0_4_0_2_50_edm_2_001,seed_1,budget_25,histdistill_density,HistDistill-Density,1095166008.623251,0.03604466511316101,8584769712.314434,0.12757080799177276,50,1
gametes_heterogeneity_20atts_1600_het_0_4_0_2_50_edm_2_001,seed_1,budget_25,herding,Herding,387574725.4762196,0.012756058055232685,8584769712.314434,0.04514678185487754,50,1
gametes_heterogeneity_20atts_1600_het_0_4_0_2_50_edm_2_001,seed_1,budget_25,random,Random,1952250869.2511806,0.06425348143109118,8584769712.314434,0.227408647485415,50,1
gametes_heterogeneity_20atts_1600_het_0_4_0_2_50_edm_2_001,seed_1,budget_50,histdistill_greedy,HistDistill-Greedy,14495697157.934488,0.47708981608768286,14495697157.93449,0.9999999999999999,100,1
gametes_heterogeneity_20atts_1600_het_0_4_0_2_50_edm_2_001,seed_1,budget_50,histdistill_importance,ImportanceSample,2246899098.2254677,0.07395109499464154,14495697157.93449,0.1550045557481577,100,1
gametes_heterogeneity_20atts_1600_het_0_4_0_2_50_edm_2_001,seed_1,budget_50,histdistill_refined,HistDistill-Refined,2693111325.985977,0.088637060585597,14495697157.93449,0.1857869474399065,100,1
gametes_heterogeneity_20atts_1600_het_0_4_0_2_50_edm_2_001,seed_1,budget_50,histdistill_density,HistDistill-Density,2693111325.985977,0.088637060585597,14495697157.93449,0.1857869474399065,100,1
gametes_heterogeneity_20atts_1600_het_0_4_0_2_50_edm_2_001,seed_1,budget_50,herding,Herding,919794621.3445642,0.0302727521108234,14495697157.93449,0.06345294133308362,100,1
gametes_heterogeneity_20atts_1600_het_0_4_0_2_50_edm_2_001,seed_1,budget_50,random,Random,2807884278.474468,0.09241452683630454,14495697157.93449,0.1937046730406837,100,1
gametes_heterogeneity_20atts_1600_het_0_4_0_2_50_edm_2_001,seed_2,budget_25,histdistill_greedy,HistDistill-Greedy,10719627227.919004,0.30935306343418506,10719627227.919003,1.0000000000000002,50,2
gametes_heterogeneity_20atts_1600_het_0_4_0_2_50_edm_2_001,seed_2,budget_25,histdistill_importance,ImportanceSample,1057668407.386765,0.03052279290743296,10719627227.919003,0.09866652868600635,50,2
gametes_heterogeneity_20atts_1600_het_0_4_0_2_50_edm_2_001,seed_2,budget_25,histdistill_refined,HistDistill-Refined,1110739684.341361,0.03205435382435633,10719627227.919003,0.10361737966488864,50,2
gametes_heterogeneity_20atts_1600_het_0_4_0_2_50_edm_2_001,seed_2,budget_25,histdistill_density,HistDistill-Density,1110739684.341361,0.03205435382435633,10719627227.919003,0.10361737966488864,50,2
gametes_heterogeneity_20atts_1600_het_0_4_0_2_50_edm_2_001,seed_2,budget_25,herding,Herding,611487811.6614041,0.017646661004912946,10719627227.919003,0.05704375708782105,50,2
gametes_heterogeneity_20atts_1600_het_0_4_0_2_50_edm_2_001,seed_2,budget_25,random,Random,1767911595.9764333,0.051019392416157744,10719627227.919003,0.16492286143793802,50,2
gametes_heterogeneity_20atts_1600_het_0_4_0_2_50_edm_2_001,seed_2,budget_50,histdistill_greedy,HistDistill-Greedy,17457894034.9446,0.5038097767759713,17457894034.944603,0.9999999999999998,100,2
gametes_heterogeneity_20atts_1600_het_0_4_0_2_50_edm_2_001,seed_2,budget_50,histdistill_importance,ImportanceSample,2388416541.071891,0.06892627495600934,17457894034.944603,0.13681011789229078,100,2
gametes_heterogeneity_20atts_1600_het_0_4_0_2_50_edm_2_001,seed_2,budget_50,histdistill_refined,HistDistill-Refined,3187464501.840602,0.09198565279060833,17457894034.944603,0.18258012652960384,100,2
gametes_heterogeneity_20atts_1600_het_0_4_0_2_50_edm_2_001,seed_2,budget_50,histdistill_density,HistDistill-Density,3187464501.840602,0.09198565279060833,17457894034.944603,0.18258012652960384,100,2
gametes_heterogeneity_20atts_1600_het_0_4_0_2_50_edm_2_001,seed_2,budget_50,herding,Herding,1398972288.6801534,0.04037233328744708,17457894034.944603,0.08013408065600007,100,2
gametes_heterogeneity_20atts_1600_het_0_4_0_2_50_edm_2_001,seed_2,budget_50,random,Random,3578432129.922513,0.10326841765539138,17457894034.944603,0.20497501719048944,100,2
gametes_heterogeneity_20atts_1600_het_0_4_0_2_75_edm_2_001,seed_0,budget_25,histdistill_greedy,HistDistill-Greedy,7940500913.19499,0.4696746636075768,7940500913.194991,0.9999999999999999,50,0
gametes_heterogeneity_20atts_1600_het_0_4_0_2_75_edm_2_001,seed_0,budget_25,histdistill_importance,ImportanceSample,1059634293.0993165,0.06267657237233701,7940500913.194991,0.13344678184451655,50,0
gametes_heterogeneity_20atts_1600_het_0_4_0_2_75_edm_2_001,seed_0,budget_25,histdistill_refined,HistDistill-Refined,523601370.28814924,0.030970627689985607,7940500913.194991,0.0659405969487471,50,0
gametes_heterogeneity_20atts_1600_het_0_4_0_2_75_edm_2_001,seed_0,budget_25,histdistill_density,HistDistill-Density,523601370.28814924,0.030970627689985607,7940500913.194991,0.0659405969487471,50,0
gametes_heterogeneity_20atts_1600_het_0_4_0_2_75_edm_2_001,seed_0,budget_25,herding,Herding,269325479.2423691,0.015930399762804342,7940500913.194991,0.03391794575513771,50,0
gametes_heterogeneity_20atts_1600_het_0_4_0_2_75_edm_2_001,seed_0,budget_25,random,Random,1141551860.7304814,0.06752193495604804,7940500913.194991,0.14376320501815285,50,0
gametes_heterogeneity_20atts_1600_het_0_4_0_2_75_edm_2_001,seed_0,budget_50,histdistill_greedy,HistDistill-Greedy,12362035504.30323,0.7312051129344116,12362035504.303228,1.0000000000000002,100,0
gametes_heterogeneity_20atts_1600_het_0_4_0_2_75_edm_2_001,seed_0,budget_50,histdistill_importance,ImportanceSample,1549475117.0619879,0.09165028911023425,12362035504.303228,0.1253414226583167,100,0
gametes_heterogeneity_20atts_1600_het_0_4_0_2_75_edm_2_001,seed_0,budget_50,histdistill_refined,HistDistill-Refined,1366037425.6452942,0.08080008747296502,12362035504.303228,0.11050262921262248,100,0
gametes_heterogeneity_20atts_1600_het_0_4_0_2_75_edm_2_001,seed_0,budget_50,histdistill_density,HistDistill-Density,1366037425.6452942,0.08080008747296502,12362035504.303228,0.11050262921262248,100,0
gametes_heterogeneity_20atts_1600_het_0_4_0_2_75_edm_2_001,seed_0,budget_50,herding,Herding,441569832.9505476,0.02611852388376011,12362035504.303228,0.03571983212609582,100,0
gametes_heterogeneity_20atts_1600_het_0_4_0_2_75_edm_2_001,seed_0,budget_50,random,Random,1676004724.884955,0.0991344203558963,12362035504.303228,0.1355767603402803,100,0
gametes_heterogeneity_20atts_1600_het_0_4_0_2_75_edm_2_001,seed_1,budget_25,histdistill_greedy,HistDistill-Greedy,8818105771.797306,0.62558075282936,8818105771.797308,0.9999999999999998,50,1
gametes_heterogeneity_20atts_1600_het_0_4_0_2_75_edm_2_001,seed_1,budget_25,histdistill_importance,ImportanceSample,654773097.059093,0.046451410040996996,8818105771.797308,0.07425325960063156,50,1
gametes_heterogeneity_20atts_1600_het_0_4_0_2_75_edm_2_001,seed_1,budget_25,histdistill_refined,HistDistill-Refined,601225194.0644988,0.042652574062534455,8818105771.797308,0.06818076462491297,50,1
gametes_heterogeneity_20atts_1600_het_0_4_0_2_75_edm_2_001,seed_1,budget_25,histdistill_density,HistDistill-Density,601225194.0644988,0.042652574062534455,8818105771.797308,0.06818076462491297,50,1
gametes_heterogeneity_20atts_1600_het_0_4_0_2_75_edm_2_001,seed_1,budget_25,herding,Herding,234153419.20000508,0.016611489593286195,8818105771.797308,0.026553709522161913,50,1
gametes_heterogeneity_20atts_1600_het_0_4_0_2_75_edm_2_001,seed_1,budget_25,random,Random,832619275.715913,0.059068308637041156,8818105771.797308,0.09442155688116774,50,1
gametes_heterogeneity_20atts_1600_het_0_4_0_2_75_edm_2_001,seed_1,budget_50,histdistill_greedy,HistDistill-Greedy,13935206938.479923,0.9886020278060659,13935206938.479923,1.0,100,1
gametes_heterogeneity_20atts_1600_het_0_4_0_2_75_edm_2_001,seed_1,budget_50,histdistill_importance,ImportanceSample,1429959799.2616336,0.10144529345506874,13935206938.479923,0.10261489517697941,100,1
gametes_heterogeneity_20atts_1600_het_0_4_0_2_75_edm_2_001,seed_1,budget_50,histdistill_refined,HistDistill-Refined,1195401655.7450194,0.08480509160211762,13935206938.479923,0.08578284205052615,100,1
gametes_heterogeneity_20atts_1600_het_0_4_0_2_75_edm_2_001,seed_1,budget_50,histdistill_density,HistDistill-Density,1195401655.7450194,0.08480509160211762,13935206938.479923,0.08578284205052615,100,1
gametes_heterogeneity_20atts_1600_het_0_4_0_2_75_edm_2_001,seed_1,budget_50,herding,Herding,287702522.19459933,0.02041041070305957,13935206938.479923,0.02064573016136224,100,1
gametes_heterogeneity_20atts_1600_het_0_4_0_2_75_edm_2_001,seed_1,budget_50,random,Random,1552338659.9490843,0.11012718747862509,13935206938.479923,0.11139688608875557,100,1
gametes_heterogeneity_20atts_1600_het_0_4_0_2_75_edm_2_001,seed_2,budget_25,histdistill_greedy,HistDistill-Greedy,8791688765.994457,0.4345641480419916,8791688765.994457,1.0,50,2
gametes_heterogeneity_20atts_1600_het_0_4_0_2_75_edm_2_001,seed_2,budget_25,histdistill_importance,ImportanceSample,1258715776.665552,0.0622170283403802,8791688765.994457,0.14317110286412355,50,2
gametes_heterogeneity_20atts_1600_het_0_4_0_2_75_edm_2_001,seed_2,budget_25,histdistill_refined,HistDistill-Refined,765430638.1306789,0.037834450467705075,8791688765.994457,0.087062981698272,50,2
gametes_heterogeneity_20atts_1600_het_0_4_0_2_75_edm_2_001,seed_2,budget_25,histdistill_density,HistDistill-Density,765430638.1306789,0.037834450467705075,8791688765.994457,0.087062981698272,50,2
gametes_heterogeneity_20atts_1600_het_0_4_0_2_75_edm_2_001,seed_2,budget_25,herding,Herding,322724071.7358149,0.0159519194797899,8791688765.994457,0.0367078590161296,50,2
gametes_heterogeneity_20atts_1600_het_0_4_0_2_75_edm_2_001,seed_2,budget_25,random,Random,1601054894.3177924,0.07913849939829763,8791688765.994457,0.18211005154215007,50,2
gametes_heterogeneity_20atts_1600_het_0_4_0_2_75_edm_2_001,seed_2,budget_50,histdistill_greedy,HistDistill-Greedy,13768156520.693336,0.6805458391186711,13768156520.693336,1.0,100,2
gametes_heterogeneity_20atts_1600_het_0_4_0_2_75_edm_2_001,seed_2,budget_50,histdistill_importance,ImportanceSample,2139496801.2847571,0.10575312996577738,13768156520.693336,0.15539457283690267,100,2
gametes_heterogeneity_20atts_1600_het_0_4_0_2_75_edm_2_001,seed_2,budget_50,histdistill_refined,HistDistill-Refined,1798851838.8342795,0.0889153992598561,13768156520.693336,0.13065306427411918,100,2
gametes_heterogeneity_20atts_1600_het_0_4_0_2_75_edm_2_001,seed_2,budget_50,histdistill_density,HistDistill-Density,1798851838.8342795,0.0889153992598561,13768156520.693336,0.13065306427411918,100,2
gametes_heterogeneity_20atts_1600_het_0_4_0_2_75_edm_2_001,seed_2,budget_50,herding,Herding,567270421.381275,0.02803959443269614,13768156520.693336,0.0412016249618223,100,2
gametes_heterogeneity_20atts_1600_het_0_4_0_2_75_edm_2_001,seed_2,budget_50,random,Random,3139476006.6651707,0.15518107526869473,13768156520.693336,0.22802442737679401,100,2
hill_valley_with_noise,seed_0,budget_25,histdistill_greedy,HistDistill-Greedy,16292315599.098545,0.4630082862410558,16292315599.098545,1.0,50,0
hill_valley_with_noise,seed_0,budget_25,histdistill_importance,ImportanceSample,2749900621.481141,0.07814891421300758,16292315599.098545,0.16878513092597427,50,0
hill_valley_with_noise,seed_0,budget_25,histdistill_refined,HistDistill-Refined,2129190378.4738245,0.060509065284290016,16292315599.098545,0.13068678700231123,50,0
hill_valley_with_noise,seed_0,budget_25,histdistill_density,HistDistill-Density,2129190378.4738245,0.060509065284290016,16292315599.098545,0.13068678700231123,50,0
hill_valley_with_noise,seed_0,budget_25,herding,Herding,1200.0,3.410257677061012e-08,16292315599.098545,7.365435518978015e-08,50,0
hill_valley_with_noise,seed_0,budget_25,random,Random,1908972479.3970294,0.054250733776349286,16292315599.098545,0.11717011420418673,50,0
hill_valley_with_noise,seed_0,budget_50,histdistill_greedy,HistDistill-Greedy,29995253969.464836,0.8524295427063521,29995253969.46484,0.9999999999999999,100,0
hill_valley_with_noise,seed_0,budget_50,histdistill_importance,ImportanceSample,3961586888.222819,0.1125836008242176,29995253969.46484,0.13207379048217804,100,0
hill_valley_with_noise,seed_0,budget_50,histdistill_refined,HistDistill-Refined,4694341769.758457,0.13340762549222462,29995253969.46484,0.1565028178970345,100,0
hill_valley_with_noise,seed_0,budget_50,histdistill_density,HistDistill-Density,4694341769.758457,0.13340762549222462,29995253969.46484,0.1565028178970345,100,0
hill_valley_with_noise,seed_0,budget_50,herding,Herding,2400.0,6.820515354122024e-08,29995253969.46484,8.001265808394886e-08,100,0
hill_valley_with_noise,seed_0,budget_50,random,Random,4618393797.346303,0.13124927419242657,29995253969.46484,0.1539708182517083,100,0
hill_valley_with_noise,seed_1,budget_25,histdistill_greedy,HistDistill-Greedy,13941552393.976982,0.5283660784620552,13941552393.976982,1.0,50,1
hill_valley_with_noise,seed_1,budget_25,histdistill_importance,ImportanceSample,1969761412.0982804,0.0746513073584169,13941552393.976982,0.14128709317545263,50,1
hill_valley_with_noise,seed_1,budget_25,histdistill_refined,HistDistill-Refined,1595656471.8842037,0.06047323345327645,13941552393.976982,0.11445328517171142,50,1
hill_valley_with_noise,seed_1,budget_25,histdistill_density,HistDistill-Density,1595656471.8842037,0.06047323345327645,13941552393.976982,0.11445328517171142,50,1
hill_valley_with_noise,seed_1,budget_25,herding,Herding,1200.0,4.547838549374052e-08,13941552393.976982,8.607362839438333e-08,50,1
hill_valley_with_noise,seed_1,budget_25,random,Random,2057980631.4792707,0.07799469708088817,13941552393.976982,0.14761488343065424,50,1
hill_valley_with_noise,seed_1,budget_50,histdistill_greedy,HistDistill-Greedy,23927279803.945827,0.9068117122837003,23927279803.945827,1.0,100,1
hill_valley_with_noise,seed_1,budget_50,histdistill_importance,ImportanceSample,2755430210.31096,0.10442709775468362,23927279803.945827,0.11515852336280048,100,1
hill_valley_with_noise,seed_1,budget_50,histdistill_refined,HistDistill-Refined,3546890884.294067,0.13442239245013313,23927279803.945827,0.14823627731009992,100,1
hill_valley_with_noise,seed_1,budget_50,histdistill_density,HistDistill-Density,3546890884.294067,0.13442239245013313,23927279803.945827,0.14823627731009992,100,1
hill_valley_with_noise,seed_1,budget_50,herding,Herding,2399.9999999999995,9.095677098748101e-08,23927279803.945827,1.0030392170213254e-07,100,1
hill_valley_with_noise,seed_1,budget_50,random,Random,4291625229.064919,0.16264682213506404,23927279803.945827,0.17936118372959348,100,1
hill_valley_with_noise,seed_2,budget_25,histdistill_greedy,HistDistill-Greedy,8965417874.607454,0.9851201364209088,8965417874.607456,0.9999999999999998,50,2
hill_valley_with_noise,seed_2,budget_25,histdistill_importance,ImportanceSample,278649399.54408747,0.03061799665467291,8965417874.607456,0.031080469805350588,50,2
hill_valley_with_noise,seed_2,budget_25,histdistill_refined,HistDistill-Refined,710764725.6640924,0.07809882967000441,8965417874.607456,0.07927848267699543,50,2
hill_valley_with_noise,seed_2,budget_25,histdistill_density,HistDistill-Density,710764725.6640924,0.07809882967000441,8965417874.607456,0.07927848267699543,50,2
hill_valley_with_noise,seed_2,budget_25,herding,Herding,1200.0,1.3185600272500964e-07,8965417874.607456,1.3384763730854443e-07,50,2
hill_valley_with_noise,seed_2,budget_25,random,Random,389233710.41681033,0.042769000984487125,8965417874.607456,0.04341501041677353,50,2
hill_valley_with_noise,seed_2,budget_50,histdistill_greedy,HistDistill-Greedy,9100822064.946512,0.9999983491628459,9100822064.94651,1.0000000000000002,100,2
hill_valley_with_noise,seed_2,budget_50,histdistill_importance,ImportanceSample,2052447722.5787182,0.22552296041773273,9100822064.94651,0.22552333272002956,100,2
hill_valley_with_noise,seed_2,budget_50,histdistill_refined,HistDistill-Refined,1652462133.8127496,0.1815725430158243,9100822064.94651,0.18157284276301933,100,2
hill_valley_with_noise,seed_2,budget_50,histdistill_density,HistDistill-Density,1652462133.8127496,0.1815725430158243,9100822064.94651,0.18157284276301933,100,2
hill_valley_with_noise,seed_2,budget_50,herding,Herding,2400.0,2.637120054500193e-07,9100822064.94651,2.6371244079631455e-07,100,2
hill_valley_with_noise,seed_2,budget_50,random,Random,1167699931.250431,0.12830687109745867,9100822064.94651,0.1283070829115583,100,2
hill_valley_without_noise,seed_0,budget_25,histdistill_greedy,HistDistill-Greedy,41468479572.56357,0.999999610926077,41468479572.56357,1.0,50,0
hill_valley_without_noise,seed_0,budget_25,histdistill_importance,ImportanceSample,1790042833.508306,0.04316633152457436,41468479572.56357,0.043166348319474836,50,0
hill_valley_without_noise,seed_0,budget_25,histdistill_refined,HistDistill-Refined,1809877543.9890878,0.04364463945792662,41468479572.56357,0.04364465643892431,50,0
hill_valley_without_noise,seed_0,budget_25,histdistill_density,HistDistill-Density,1809877543.9890878,0.04364463945792662,41468479572.56357,0.04364465643892431,50,0
hill_valley_without_noise,seed_0,budget_25,herding,Herding,1193.42450864958,2.877906440314295e-08,41468479572.56357,2.8779075600330793e-08,50,0
hill_valley_without_noise,seed_0,budget_25,random,Random,3619753894.553667,0.08728925013678883,41468479572.56357,0.08728928409877303,50,0
hill_valley_without_noise,seed_0,budget_50,histdistill_greedy,HistDistill-Greedy,41468480765.988075,0.9999996397051414,41468480765.98808,0.9999999999999998,100,0
hill_valley_without_noise,seed_0,budget_50,histdistill_importance,ImportanceSample,5409796728.061972,0.13045558166136315,41468480765.98808,0.1304556286638554,100,0
hill_valley_without_noise,seed_0,budget_50,histdistill_refined,HistDistill-Refined,5409796728.061972,0.13045558166136315,41468480765.98808,0.1304556286638554,100,0
hill_valley_without_noise,seed_0,budget_50,histdistill_density,HistDistill-Density,5409796728.061972,0.13045558166136315,41468480765.98808,0.1304556286638554,100,0
hill_valley_without_noise,seed_0,budget_50,herding,Herding,2386.849017299155,5.755812880628578e-08,41468480765.98808,5.7558149544191116e-08,100,0
hill_valley_without_noise,seed_0,budget_50,random,Random,3619755087.9781756,0.08728927891585324,41468480765.98808,0.08728931036574294,100,0
hill_valley_without_noise,seed_1,budget_25,histdistill_greedy,HistDistill-Greedy,46767656002.02167,0.8485351933768738,46767656002.02167,1.0,50,1
hill_valley_without_noise,seed_1,budget_25,histdistill_importance,ImportanceSample,2871361698.8456407,0.05209693327969253,46767656002.02167,0.06139631412618836,50,1
hill_valley_without_noise,seed_1,budget_25,histdistill_refined,HistDistill-Refined,3904552360.6143093,0.07084276561178887,46767656002.02167,0.08348830568813463,50,1
hill_valley_without_noise,seed_1,budget_25,histdistill_density,HistDistill-Density,3904552360.6143093,0.07084276561178887,46767656002.02167,0.08348830568813463,50,1
hill_valley_without_noise,seed_1,budget_25,herding,Herding,1193.4245086495798,2.1653056466714873e-08,46767656002.02167,2.5518159571606296e-08,50,1
hill_valley_without_noise,seed_1,budget_25,random,Random,3812469952.59604,0.06917205618194247,46767656002.02167,0.08151937211544737,50,1
hill_valley_without_noise,seed_1,budget_50,histdistill_greedy,HistDistill-Greedy,55115737908.33042,0.9999997289180493,55115737908.33044,0.9999999999999998,100,1
hill_valley_without_noise,seed_1,budget_50,histdistill_importance,ImportanceSample,1859685398.9013708,0.03374144963580619,55115737908.33044,0.03374145878250665,100,1
hill_valley_without_noise,seed_1,budget_50,histdistill_refined,HistDistill-Refined,8271463869.072791,0.15007440598156352,55115737908.33044,0.15007444666403724,100,1
hill_valley_without_noise,seed_1,budget_50,histdistill_density,HistDistill-Density,8271463869.072791,0.15007440598156352,55115737908.33044,0.15007444666403724,100,1
hill_valley_without_noise,seed_1,budget_50,herding,Herding,2386.8490172991546,4.330611293342965e-08,55115737908.33044,4.330612467293839e-08,100,1
hill_valley_without_noise,seed_1,budget_50,random,Random,5661907737.397234,0.10272757686694195,55115737908.33044,0.1027276047145414,100,1
hill_valley_without_noise,seed_2,budget_25,histdistill_greedy,HistDistill-Greedy,41408975441.12122,0.9999996103669836,41408975441.12122,1.0,50,2
hill_valley_without_noise,seed_2,budget_25,histdistill_importance,ImportanceSample,1809877543.9890878,0.04370735618355196,41408975441.12122,0.04370737321338763,50,2
hill_valley_without_noise,seed_2,budget_25,histdistill_refined,HistDistill-Refined,3599919184.0728846,0.08693568829164056,41408975441.12122,0.08693572216466823,50,2
hill_valley_without_noise,seed_2,budget_25,histdistill_density,HistDistill-Density,3599919184.0728846,0.08693568829164056,41408975441.12122,0.08693572216466823,50,2
hill_valley_without_noise,seed_2,budget_25,herding,Herding,1193.42450864958,2.8820419509024073e-08,41408975441.12122,2.8820430738415438e-08,50,2
hill_valley_without_noise,seed_2,budget_25,random,Random,3599919184.0728846,0.08693568829164056,41408975441.12122,0.08693572216466823,50,2
hill_valley_without_noise,seed_2,budget_50,histdistill_greedy,HistDistill-Greedy,41408976634.54573,0.9999996391874031,41408976634.54573,1.0,100,2
hill_valley_without_noise,seed_2,budget_50,histdistill_importance,ImportanceSample,1809878737.4135966,0.04370738500397147,41408976634.54573,0.04370740077415226,100,2
hill_valley_without_noise,seed_2,budget_50,histdistill_refined,HistDistill-Refined,5409796728.061972,0.1306430444751925,41408976634.54573,0.13064309161286566,100,2
hill_valley_without_noise,seed_2,budget_50,histdistill_density,HistDistill-Density,5409796728.061972,0.1306430444751925,41408976634.54573,0.13064309161286566,100,2
hill_valley_without_noise,seed_2,budget_50,herding,Herding,2386.849017299155,5.764083901804803e-08,41408976634.54573,5.764085981559635e-08,100,2
hill_valley_without_noise,seed_2,budget_50,random,Random,5409796728.061972,0.1306430444751925,41408976634.54573,0.13064309161286566,100,2
kr_vs_kp,seed_0,budget_25,histdistill_greedy,HistDistill-Greedy,11341034139.673618,0.15649548547881606,11341034139.673618,1.0,50,0
kr_vs_kp,seed_0,budget_25,histdistill_importance,ImportanceSample,2712708631.0697737,0.03743279924506568,11341034139.673618,0.23919411560362716,50,0
kr_vs_kp,seed_0,budget_25,histdistill_refined,HistDistill-Refined,1415639116.428011,0.019534473493312266,11341034139.673618,0.1248245176756651,50,0
kr_vs_kp,seed_0,budget_25,histdistill_density,HistDistill-Density,1415639116.428011,0.019534473493312266,11341034139.673618,0.1248245176756651,50,0
kr_vs_kp,seed_0,budget_25,herding,Herding,1605393333.4496915,0.02215290122650972,11341034139.673618,0.14155616795417678,50,0
kr_vs_kp,seed_0,budget_25,random,Random,2506974862.577203,0.03459386889858162,11341034139.673618,0.22105346229469605,50,0
kr_vs_kp,seed_0,budget_50,histdistill_greedy,HistDistill-Greedy,20132751680.378036,0.2778128263650464,20132751680.378044,0.9999999999999997,100,0
kr_vs_kp,seed_0,budget_50,histdistill_importance,ImportanceSample,3624423601.4192066,0.05001359876880691,20132751680.378044,0.18002624077222756,100,0
kr_vs_kp,seed_0,budget_50,histdistill_refined,HistDistill-Refined,3514352285.8477798,0.04849471929489871,20132751680.378044,0.1745589644992725,100,0
kr_vs_kp,seed_0,budget_50,histdistill_density,HistDistill-Density,3514352285.8477798,0.04849471929489871,20132751680.378044,0.1745589644992725,100,0
